City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
478,Nagato,JP,34.38,131.2,54.0,85,7,1.01,clear sky
479,Kargil,IN,34.57,76.1,28.98,80,23,5.23,few clouds
480,Kumhari,IN,21.27,81.52,69.24,68,0,1.48,clear sky
481,La Serena,CL,-29.91,-71.25,60.42,55,0,3.24,clear sky
482,Youhao,CN,47.87,128.83,27.77,96,66,3.62,broken clouds
483,Bahawalpur,PK,29.4,71.68,68.81,24,0,4.59,clear sky
484,Manado,ID,1.49,124.85,78.87,77,100,5.88,light rain
485,Bukachacha,RU,52.98,116.92,21.78,93,22,1.43,few clouds
486,Hofn,IS,64.25,-15.21,42.93,82,98,25.43,overcast clouds
487,Quarteira,PT,37.07,-8.1,64.96,77,18,8.21,few clouds
488,Great Falls,US,47.5,-111.3,36.41,98,68,3.67,broken clouds
489,Leningradskiy,RU,69.38,178.42,18.84,91,96,9.55,overcast clouds
490,Byron Bay,AU,-28.65,153.62,66.99,97,23,1.01,few clouds
491,Muana,BR,-1.53,-49.22,82.24,69,41,6.2,scattered clouds
492,Lavrentiya,RU,65.58,-171.0,27.14,86,98,2.95,overcast clouds
493,Los Llanos De Aridane,ES,28.66,-17.92,61.0,77,29,9.75,scattered clouds
494,Nishihara,JP,26.18,127.76,73.92,75,24,9.15,few clouds
495,Imeni Poliny Osipenko,RU,52.42,136.49,31.5,97,40,6.8,scattered clouds
496,Talcahuano,CL,-36.72,-73.12,55.72,67,2,16.2,clear sky
497,Beloha,MG,-25.17,45.05,69.46,79,3,18.88,clear sky
498,Strai,NO,58.2,7.9,48.0,98,92,5.28,light rain
499,Amudat,UG,1.95,34.95,71.53,69,38,5.46,scattered clouds
500,Khorinsk,RU,52.17,109.77,26.22,90,54,2.89,broken clouds
501,Kalemie,CD,-5.95,29.19,72.72,69,19,5.12,few clouds
502,Kahama,TZ,-3.83,32.6,74.75,51,89,5.37,overcast clouds
503,Gurupi,BR,-11.73,-49.07,76.3,87,100,1.97,light rain
504,Tual,ID,-5.67,132.75,82.72,75,100,6.49,light rain
505,Yulara,AU,-25.24,130.99,82.62,14,0,9.31,clear sky
506,Ixtapa,MX,20.7,-105.2,86.0,76,25,5.01,light rain
507,Sitka,US,57.05,-135.33,46.54,67,34,4.59,scattered clouds
508,Tahta,EG,26.77,31.5,73.06,53,0,9.6,clear sky
509,Biograd Na Moru,HR,43.94,15.45,55.0,97,51,1.01,broken clouds
510,Lianzhou,CN,24.78,112.38,63.21,87,100,4.34,light rain
511,Paamiut,GL,61.99,-49.67,27.64,87,91,14.72,overcast clouds
512,Ribas Do Rio Pardo,BR,-20.44,-53.76,80.02,66,40,3.04,scattered clouds
513,Touros,BR,-5.2,-35.46,78.51,73,86,13.15,overcast clouds
514,Amga,RU,60.9,131.96,5.63,93,97,2.64,overcast clouds
515,Gamba,GA,-2.65,10.0,76.15,88,100,2.91,overcast clouds
516,Takoradi,GH,4.88,-1.76,77.67,88,51,7.31,light rain
517,Jiayuguan,CN,39.82,98.3,36.9,68,0,4.92,clear sky
518,Tawau,MY,4.25,117.89,77.0,94,100,3.0,moderate rain
519,Ambon,ID,-3.7,128.18,82.99,93,98,3.0,overcast clouds
520,Ambulu,ID,-8.35,113.61,77.22,85,65,2.59,broken clouds
521,Ouango,CF,4.31,22.56,70.56,97,99,2.86,moderate rain
522,Dawson Creek,CA,55.77,-120.24,39.2,74,0,5.68,clear sky
523,Necochea,AR,-38.55,-58.74,55.0,73,61,8.01,broken clouds
524,Brigantine,US,39.41,-74.36,64.99,91,100,5.99,overcast clouds
525,Victor Harbor,AU,-35.57,138.62,66.0,56,76,1.01,light rain
526,Miedzyrzecz,PL,52.44,15.58,48.99,41,88,8.25,overcast clouds
527,Sao Miguel Do Araguaia,BR,-13.28,-50.16,75.24,86,100,3.69,overcast clouds
528,San Francisco,US,37.77,-122.42,75.0,29,0,1.99,clear sky
529,Sistranda,NO,63.73,8.83,46.0,72,56,1.99,broken clouds
530,Kununurra,AU,-15.77,128.73,88.72,48,63,5.23,broken clouds
531,Khilok,RU,51.37,110.47,28.51,90,28,3.69,scattered clouds
532,Markova,UA,48.68,24.41,45.95,72,93,3.58,overcast clouds
533,Pombas,CV,17.15,-25.02,75.87,83,8,8.72,clear sky
534,Wanning,CN,18.8,110.4,78.33,88,87,14.9,overcast clouds
535,Gawler,AU,-34.6,138.73,64.99,61,74,8.99,light rain
536,Waingapu,ID,-9.66,120.26,82.09,73,3,8.28,clear sky
537,Dwarka,IN,22.24,68.97,79.18,54,3,6.64,clear sky
538,Kidal,ML,18.44,1.41,79.99,16,0,8.12,clear sky
539,Huercal-Overa,ES,37.39,-1.95,57.99,58,57,3.0,broken clouds
540,Fort Morgan,US,40.25,-103.8,43.07,70,38,9.46,scattered clouds
541,Vandra,EE,58.65,25.04,48.99,99,99,1.99,overcast clouds
542,Sume,BR,-7.67,-36.88,75.79,63,100,18.79,overcast clouds
543,Winnemucca,US,40.97,-117.74,62.01,21,0,1.79,clear sky
544,Henties Bay,NA,-22.12,14.28,57.99,89,20,1.99,few clouds
545,Donskoye,RU,45.46,41.97,51.01,87,60,15.99,light rain
546,Shibetsu,JP,43.66,145.13,51.35,81,100,13.89,moderate rain
547,Swan Hill,AU,-35.34,143.55,68.2,53,25,3.44,scattered clouds
548,Sisimiut,GL,66.94,-53.67,18.81,88,100,7.2,overcast clouds
549,Basco,PH,20.45,121.97,80.87,83,100,23.44,overcast clouds
550,Pisco,PE,-13.7,-76.22,64.99,84,33,13.0,scattered clouds
551,Kostomuksha,RU,64.57,30.58,43.63,89,80,11.3,light rain
552,Xai-Xai,MZ,-25.05,33.64,69.78,84,0,9.15,clear sky
553,Matara,LK,5.95,80.54,76.44,90,62,6.62,broken clouds
554,Santa Barbara,US,34.73,-120.03,72.0,36,0,1.01,clear sky
555,Puerto Cabezas,NI,14.04,-83.39,80.67,84,96,6.85,overcast clouds
556,Bhilwara,IN,25.35,74.63,67.06,26,0,1.3,clear sky
557,Kismayo,SO,-0.36,42.55,79.36,81,29,11.45,light rain
558,Sandwick,GB,60.0,-1.25,50.76,81,100,11.34,light rain
559,Aquiraz,BR,-3.9,-38.39,81.0,76,6,18.99,clear sky
560,Palmerston,AU,-12.49,130.98,82.99,77,8,2.73,clear sky
561,North Bend,US,43.41,-124.22,77.0,73,0,8.01,clear sky
562,Zabol,AF,32.25,67.25,36.55,62,0,0.87,clear sky
563,Chipata,ZM,-13.63,32.65,69.31,58,28,7.63,scattered clouds
564,Formosa,AR,-26.18,-58.18,77.83,43,43,6.33,scattered clouds
565,Mogadishu,SO,2.04,45.34,79.18,82,29,7.36,scattered clouds
566,Harrismith,ZA,-28.27,29.13,59.85,69,38,1.19,scattered clouds
567,Grajau,BR,-5.82,-46.14,82.49,64,96,3.27,overcast clouds
568,Kaliua,TZ,-5.06,31.79,75.49,49,83,3.6,broken clouds
569,Ziro,IN,27.63,93.83,46.45,86,0,2.86,clear sky
570,Chimore,BO,-16.98,-65.13,86.94,53,89,1.12,overcast clouds
571,Vestmannaeyjar,IS,63.44,-20.27,45.61,76,100,38.25,overcast clouds
572,Karanganom,ID,-7.65,110.62,75.58,86,95,0.94,overcast clouds
573,San Antonio,US,29.42,-98.49,68.0,29,0,11.9,clear sky
574,Vitre,FR,48.12,-1.21,55.0,87,100,5.01,overcast clouds
575,Abu Zabad,SD,12.35,29.25,80.46,26,1,7.56,clear sky
576,Nenjiang,CN,49.18,125.22,26.33,89,0,4.18,clear sky
577,Springbok,ZA,-29.66,17.89,51.94,56,94,5.46,overcast clouds
578,Madison,US,34.73,-86.57,73.99,91,100,1.99,light rain
579,Kang,BW,-23.68,22.79,79.14,24,0,16.02,clear sky
580,San Juan,AR,-31.54,-68.54,66.47,29,0,14.16,clear sky
581,Healdsburg,US,38.61,-122.87,81.0,19,0,1.99,clear sky
582,Baykit,RU,61.67,96.37,24.91,96,98,3.74,light snow
583,Bambanglipuro,ID,-7.95,110.28,78.04,85,60,4.65,broken clouds
584,San Patricio,US,28.02,-97.52,66.99,43,0,4.0,clear sky
585,Philippeville,BE,50.2,4.54,48.99,93,98,4.0,overcast clouds
586,Havoysund,NO,71.0,24.66,40.39,81,100,6.55,overcast clouds
587,Oranjemund,NA,-28.55,16.43,59.63,75,97,2.08,overcast clouds
588,Bonthe,SL,7.53,-12.51,79.23,84,50,6.71,light rain
589,Richards Bay,ZA,-28.78,32.04,76.37,65,85,17.52,overcast clouds
590,Camabatela,AO,-8.19,15.38,65.21,100,100,4.74,overcast clouds
591,Fethiye,TR,36.62,29.12,66.02,74,23,6.76,moderate rain
592,Wilmington,US,34.23,-77.94,73.0,81,67,5.84,broken clouds
593,Kahului,US,20.89,-156.47,82.0,69,14,10.0,light rain
594,Oktyabrskiy,RU,54.48,53.47,31.05,92,78,8.57,broken clouds
595,Marfino,RU,55.7,37.38,41.0,9,0,6.08,clear sky
596,Rio Gallegos,AR,-51.62,-69.22,49.57,52,37,35.66,scattered clouds
597,Fonte Boa,BR,-2.5,-66.27,80.71,86,86,1.1,overcast clouds
598,Alta Floresta,BR,-9.88,-56.09,79.12,70,98,3.22,light rain
599,Monte Patria,CL,-30.69,-70.95,68.02,33,0,3.89,clear sky
600,Sarangani,PH,5.4,125.46,83.23,72,89,2.37,overcast clouds
601,Labuhan,ID,-6.88,112.21,79.32,84,80,6.82,broken clouds
602,Lahti,RU,59.99,30.16,44.01,93,40,1.01,scattered clouds
603,Susanville,US,40.42,-120.65,66.99,20,0,1.01,clear sky
604,Newport,GB,51.59,-3.0,52.0,83,37,5.99,scattered clouds
605,Norton,ZW,-17.88,30.7,66.0,47,0,8.01,clear sky
606,Lazaro Cardenas,MX,17.96,-102.2,83.41,76,22,6.29,few clouds
607,Finnsnes,NO,69.23,17.98,37.0,88,0,8.01,clear sky
608,Fengzhen,CN,40.44,113.15,35.28,65,99,1.66,overcast clouds
609,Kenai,US,60.55,-151.26,34.0,84,15,4.0,few clouds
610,Surt,LY,31.21,16.59,69.62,66,0,15.66,clear sky
611,Salaga,GH,8.55,-0.52,79.47,55,53,3.47,broken clouds
612,Wageningen,NL,51.97,5.67,51.01,88,98,16.46,overcast clouds
613,Williston,US,48.15,-103.62,39.99,80,73,1.99,broken clouds
614,Izumo,JP,35.37,132.77,59.38,70,48,6.55,scattered clouds
615,Panguipulli,CL,-39.63,-72.33,50.67,61,99,2.95,overcast clouds
616,Egvekinot,RU,66.32,-179.17,16.23,90,87,3.94,overcast clouds
617,Grand Gaube,MU,-20.01,57.66,70.0,77,33,1.99,scattered clouds
618,Kavaratti,IN,10.57,72.64,81.41,75,0,7.02,clear sky
619,Chapais,CA,49.78,-74.85,31.19,99,100,13.65,overcast clouds
620,Ubinskoye,RU,55.31,79.68,19.49,95,45,13.69,scattered clouds
621,Bar Harbor,US,44.39,-68.2,43.0,71,100,12.64,overcast clouds
622,Parana,AR,-31.73,-60.52,60.01,65,43,8.01,scattered clouds
623,Ndioum,SN,16.51,-14.65,90.66,12,13,9.42,few clouds
624,Kochubey,RU,44.39,46.58,59.2,72,41,19.06,scattered clouds
625,Zainsk,RU,55.32,52.07,31.19,92,82,12.21,broken clouds
626,Petropavlovsk-Kamchatskiy,RU,53.05,158.65,39.61,79,98,2.35,overcast clouds
627,Moindou,NC,-21.69,165.68,80.35,54,1,6.26,clear sky
628,Dawei,MM,14.08,98.2,74.23,89,98,2.1,light rain
629,Kesinga,IN,20.2,83.23,67.19,70,0,1.39,clear sky
630,Ilula,TZ,-7.68,36.04,61.39,87,53,6.49,broken clouds
631,Wattegama,LK,6.8,81.48,73.96,91,69,1.48,broken clouds
632,Port Blair,IN,11.67,92.75,79.66,80,90,2.68,overcast clouds
633,Soyo,AO,-6.13,12.37,76.93,86,99,6.76,overcast clouds
634,Lekoni,GA,-1.58,14.26,70.39,90,95,2.24,overcast clouds
635,San Antonio Del Norte,HN,13.88,-87.7,80.01,61,100,3.0,heavy intensity rain
636,Gazojak,TM,41.19,61.4,34.21,82,0,10.71,clear sky
637,Oranjestad,AW,12.52,-70.03,83.43,77,5,17.36,clear sky
638,Vila Velha,BR,-20.33,-40.29,77.7,88,63,15.93,broken clouds
639,Krasnaya Gora,RU,53.0,31.6,42.73,84,0,6.93,clear sky
640,Santa Marta,CO,11.24,-74.2,86.0,71,84,10.0,broken clouds
641,Kontagora,NG,10.4,5.47,75.16,39,0,2.24,clear sky
642,Yarkovo,RU,57.4,67.08,33.26,95,100,7.34,light rain
643,Ovsyanka,RU,55.96,92.55,33.69,85,39,13.27,scattered clouds
644,Auki,SB,-8.77,160.7,84.83,69,97,4.56,light rain
645,Hoquiam,US,46.98,-123.89,57.0,83,97,4.0,overcast clouds
646,Guadalupe Victoria,MX,32.29,-115.11,75.99,13,0,5.01,clear sky
647,Kangaba,ML,11.93,-8.42,75.65,21,32,2.08,scattered clouds
648,Komatipoort,ZA,-25.43,31.95,68.0,87,0,2.3,clear sky
649,Barranca,PE,-10.75,-77.77,63.03,85,58,8.48,broken clouds
650,Christchurch,NZ,-43.53,172.63,55.99,87,100,5.99,overcast clouds
651,Luena,AO,-11.78,19.92,63.19,95,100,6.31,moderate rain
652,Debre Tabor,ET,11.85,38.02,49.53,69,0,3.94,clear sky
653,Kindu,CD,-2.95,25.95,69.6,98,80,1.07,light rain
654,Sibolga,ID,1.74,98.78,76.26,78,96,3.4,overcast clouds
655,Antofagasta,CL,-23.65,-70.4,57.88,77,38,5.66,scattered clouds
656,Taoudenni,ML,22.68,-3.98,83.08,16,23,11.25,few clouds
657,Goderich,CA,43.75,-81.72,50.0,70,18,16.13,few clouds
658,Kudahuvadhoo,MV,2.67,72.89,82.36,78,72,12.48,light rain
659,Sarahan,IN,31.52,77.8,44.31,49,0,4.36,clear sky
660,Valparaiso,CL,-33.04,-71.63,61.0,51,0,22.84,clear sky
661,Chara,RU,56.91,118.26,2.41,86,4,0.49,clear sky
662,Yumen,CN,40.28,97.2,31.62,89,0,6.46,clear sky
663,Tashtyp,RU,52.79,89.9,29.41,95,55,7.96,broken clouds
664,Pangnirtung,CA,66.15,-65.71,8.74,79,22,4.65,few clouds
665,Buala,SB,-8.14,159.59,79.36,86,100,5.41,moderate rain
666,Monrovia,LR,6.3,-10.8,79.12,87,84,6.42,broken clouds
667,Burriana,ES,39.89,-0.09,57.99,69,42,2.71,scattered clouds
668,Tikapur,NP,28.5,81.13,64.83,60,0,4.23,clear sky
669,Moerai,PF,-22.43,-151.33,77.31,86,81,22.15,moderate rain
670,Jalu,LY,29.03,21.55,64.62,61,0,9.01,clear sky
671,Santa Maria,BR,-29.68,-53.81,65.88,65,0,2.91,clear sky
672,Gobabis,NA,-22.45,18.97,72.5,40,52,9.06,broken clouds
673,Yeniseysk,RU,58.45,92.17,25.65,93,100,10.04,overcast clouds
674,Sakaiminato,JP,35.55,133.23,61.95,58,64,9.31,broken clouds
675,Le Port,RE,-20.94,55.29,60.01,90,99,1.99,overcast clouds
676,Mayachnyy,RU,52.68,55.69,30.63,91,17,5.08,few clouds
677,Komsomolskiy,UZ,40.43,71.72,43.75,56,100,0.87,overcast clouds
678,Mount Gambier,AU,-37.83,140.77,49.12,94,100,5.99,light rain
679,Conde,BR,-7.26,-34.91,75.15,83,89,9.51,overcast clouds
680,Santa Rosa,PH,14.31,121.11,77.0,94,99,1.54,overcast clouds
681,Savannakhet,LA,16.57,104.75,71.87,96,100,9.22,overcast clouds
682,Diamantino,BR,-14.41,-56.45,78.03,83,99,6.67,overcast clouds
683,Searcy,US,35.25,-91.74,53.01,99,100,12.06,very heavy rain
684,Nzega,RW,-2.48,29.56,57.58,89,88,3.98,overcast clouds
685,Lac Du Bonnet,CA,50.25,-96.06,27.0,98,50,8.01,scattered clouds
686,Pringsewu,ID,-5.36,104.97,73.6,90,77,2.8,broken clouds
687,Sainte-Rose,GP,16.33,-61.7,79.59,75,100,13.69,overcast clouds
688,Diu,IN,20.71,70.98,76.08,56,0,6.78,clear sky
689,Peniche,PT,39.36,-9.38,57.99,90,1,1.01,clear sky
690,Killin,US,33.61,-91.74,70.38,98,100,5.37,light rain
691,Kiruna,SE,67.86,20.23,18.25,97,44,0.72,scattered clouds
692,Belen,TR,36.49,36.22,73.0,79,10,4.18,clear sky
693,Vredendal,ZA,-31.67,18.5,59.38,71,100,3.2,overcast clouds
694,Ust-Kuyga,RU,70.02,135.6,-7.69,90,87,3.51,overcast clouds
695,Ahuimanu,US,21.44,-157.84,84.0,68,11,7.76,moderate rain
696,Princeton,US,25.54,-80.41,82.0,88,43,9.57,scattered clouds
697,Meiganga,CM,6.52,14.3,66.49,72,20,2.68,few clouds
698,Gambela,ET,8.25,34.58,71.37,81,20,4.47,few clouds
699,Villa Maria,AR,-32.41,-63.24,55.0,77,30,1.99,scattered clouds
700,Kulhudhuffushi,MV,6.62,73.07,82.04,74,5,7.76,clear sky
701,Troitskoye,RU,52.98,84.68,26.29,95,100,15.14,light snow
702,Makat,KZ,47.65,53.35,39.22,67,95,11.72,overcast clouds
703,Praia Da Vitoria,PT,38.73,-27.07,66.99,86,37,5.01,scattered clouds
704,Riyadh,SA,24.69,46.72,60.85,28,0,3.29,clear sky
705,Tulun,RU,54.56,100.58,30.99,94,100,4.38,overcast clouds
706,Champerico,GT,14.3,-91.92,66.99,96,86,6.29,moderate rain
707,Galveston,US,29.37,-94.97,57.0,88,70,5.01,broken clouds
708,Seoul,KR,37.57,126.98,50.07,43,68,2.04,broken clouds
709,Hami,CN,42.8,93.45,42.35,55,70,5.41,broken clouds
710,Kologriv,RU,58.83,44.32,39.65,89,100,7.29,overcast clouds
711,Wiarton,CA,44.74,-81.13,46.0,69,41,1.99,scattered clouds
712,Lumphat,KH,13.49,106.98,71.35,97,100,4.61,overcast clouds
713,Changping,CN,40.22,116.22,55.99,30,100,2.46,overcast clouds
714,Puerto Madryn,AR,-42.77,-65.04,53.6,40,27,13.73,scattered clouds
715,Belle Glade,US,26.68,-80.67,82.0,83,52,9.01,broken clouds
